日足・最新の選択	当日	8月26日	日足				
市場	銘柄コード	銘柄名	始値	高値	安値	終値	出来高
			実	実	実	実	        実
東証マザーズ	3394	ＮＶＣ	2840	3100	2800	3005	10400
東証1部	3395	サンマルクＨＤ	3605	3695	3560	3595	162500
東証1部	3396	フェリシモ	1054	1096	1054	1080	41400
東証1部	3397	トリドール	1674	1702	1650	1684	638300
東証1部	3398	クスリアオキ	5400	5530	5310	5470	233400
JQスタンダード	3399	山岡屋	4075	4210	3970	4210	5600
東証1部	3401	帝人	365	373	364	370	13207000
東証1部	3402	東レ	1001	1029	996	1026	8950000
東証1部	3405	クラレ	1384	1417	1371	1412	2604100
東証1部	3407	旭化成	911	939.8	905.9	933.7	7425000
東証1部	3408	サカイオーベ	173	189	173	189	586000
東証2部	3409	北日紡	81	82	76	81	307000
東証2部	3420	ケーエフシー	2303	2380	2215	2365	23500
東証1部	3421	稲葉製	1300	1333	1300	1319	62800
JQグロース	3422	丸順	259	268	259	268	2400
JQスタンダード	3423	エスイー	583	635	583	635	42500
JQスタンダード	3426	アトムリビン	919	921	919	921	1200
東証1部	3431	宮地エンジ	199	204	191	204	622000
東証1部	3433	トーカロ	2288	2296	2216	2268	57600
東証1部	3434	アルファＣＯ	1158	1158	1101	1118	22200
東証2部	3435	サンコーテクノ	1170	1275	1170	1254	8500
東証1部	3436	ＳＵＭＣＯ	1050	1109	1043	1097	3744700
JQスタンダード	3437	特殊電極	242	244	237	237	5000
JQスタンダード	3439	三ツ知	1672	1730	1658	1730	3100
JQスタンダード	3441	山王	393	422	390	407	26800
JQグロース	3442	ＭＩＥコーポ	46	46	46	46	1000
東証1部	3443	川田ＴＥＣＨ	3300	3390	3270	3380	62400
JQスタンダード	3444	菊池製作所	983	983	932	970	126100
東証マザーズ	3445	ＲＳＴＥＣＨ	2500	2500	2362	2500	700
東証マザーズ	3452	ビーロット	1400	1620	1400	1582	23500
東証マザーズ	3454	Ｆブラザーズ	1421	1580	1417	1570	459200
東証マザーズ	3457	ハウスドゥ	1450	1595	1450	1595	35900
東証2部	3458	シーアールイー	2219	2349	2186	2332	8600
東証マザーズ	3461	パルマ	1190	1288	1190	1270	25900
東証1部	3501	住江織	319	332	319	329	168000
東証1部	3512	日フエルト	492	514	488	503	24700
東証1部	3513	イチカワ	327	337	323	337	32000
東証1部	3514	日バイリン	1194	1196	1193	1194	835000
JQスタンダード	3515	フジコー	595	595	595	595	3000
東証1部	3521	エコナックＨＤ	78	82	77	80	7086000
東証1部	3524	日東網	136	143	135	143	66000
東証1部	3526	芦森工	166	175	166	175	285000
東証2部	3528	プロスペクト	51	52	50	52	2929000
東証1部	3529	アツギ	109	111	107	110	2013000
東証1部	3551	ダイニック	169	169	156	160	73000
東証1部	3553	共和レザ	797	840	774	823	48500
東証1部	3569	セーレン	1234	1260	1217	1248	219200
東証2部	3571	ソトー	1019	1021	1007	1012	13900
東証1部	3577	東海染	114	116	114	116	160000
東証2部	3578	倉庫精	97	103	96	102	116000
東証1部	3580	小松精	601	628	585	625	72500
東証2部	3583	オーベクス	165	172	165	170	111000
JQスタンダード	3587	グローアジア	4	4	2	2	20564100
東証1部	3591	ワコールＨＤ	1500	1531	1492	1519	414000
東証1部	3593	ホギメディ	5500	5570	5460	5530	87200
東証2部	3597	自重堂	1100	1100	1100	1100	6000
東証2部	3598	山喜	268	299	265	288	412800
東証2部	3600	フジックス	433	433	433	433	1000
東証2部	3604	川本産	301	341	301	330	51800
東証1部	3606	レナウン	141	146	141	146	1048600
東証1部	3607	クラウディア	638	638	609	618	27000
東証1部	3608	ＴＳＩＨＤ	929	955	908	948	1182100
東証マザーズ	3622	ネットイヤー	850	869	825	869	36600
東証マザーズ	3623	ビリングシス	2670	2761	2500	2723	29200
東証マザーズ	3624	アクセルＭ	1016	1017	948	1000	71300
JQスタンダード	3625	テックファーム	1059	1227	1059	1220	235400
東証1部	3626	ＩＴＨＤ	2588	2657	2571	2636	389600
東証1部	3627	ネオス	502	538	497	537	73100
東証マザーズ	3628	データＨＲ	837	900	837	854	46900
東証1部	3630	電算システム	1885	1960	1822	1955	145900
東証1部	3632	グリー	562	570	556	559	2903000
JQスタンダード	3633	ＧＭＯペパボ	3260	3580	3260	3530	16600
東証マザーズ	3634	ソケッツ	616	645	586	620	171000
東証1部	3635	コーエーテクモ	2055	2131	2051	2119	168900
東証1部	3636	三菱総研	2750	2894	2701	2824	10500
東証1部	3639	ボルテージ	1470	1505	1407	1487	204200
東証1部	3640	電算	2181	2181	2100	2174	3400
JQスタンダード	3641	パピレス	3250	3495	3105	3450	52700
東証マザーズ	3645	ＪＭＮＣ	320	347	320	347	14700
東証マザーズ	3646	駅探	914	999	904	999	303500
東証2部	3647	コネクトＨＤ	43	44	42	44	119100
東証1部	3648	ＡＧＳ	896	934	896	930	12000
東証1部	3649	ファインデック	837	920	806	907	311200
東証マザーズ	3652	ＤＭＰ	1470	1610	1435	1510	127700
東証マザーズ	3653	モルフォ	3720	4000	3565	3960	549100
東証1部	3654	ヒトコム	2125	2239	2125	2175	20400
東証1部	3655	ブレインＰ	530	576	525	538	170200
東証1部	3656	ＫＬａｂ	1436	1449	1391	1433	5362900
東証1部	3657	ポールＨＤ	968	1009	952	1005	142800
東証1部	3658	イーブック	806	820	785	809	59200
東証1部	3659	ネクソン	1530	1574	1486	1525	2982300
東証1部	3660	アイスタイル	1787	1898	1683	1884	518400
東証1部	3661	エムアップ	564	613	564	605	45300
東証1部	3662	エイチーム	1715	1848	1710	1832	367800
東証2部	3663	アートスパーク	601	673	600	670	251500
東証マザーズ	3664	モブキャスト	560	595	560	591	473300
東証マザーズ	3665	エニグモ	972	1036	956	1017	242400
東証2部	3666	テクノスＪ	2170	2550	2125	2550	186500
東証1部	3667	ｅｎｉｓｈ	1000	1057	985	1051	318900
東証1部	3668	コロプラ	2012	2164	2005	2143	1852200
東証1部	3669	モバクリ	480	507	474	506	98200
JQスタンダード	3670	協立情報通信	1875	1990	1860	1972	3800
東証マザーズ	3671	ソフトＭＡＸ	1773	1898	1730	1898	3800
東証1部	3672	オルトプラス	523	565	523	557	166300
東証1部	3673	ブロドリーフ	1100	1167	1066	1153	364000
東証マザーズ	3674	オークファン	701	726	680	725	35600
東証マザーズ	3675	クロスマーケ	391	399	372	394	71900
東証1部	3676	ＨＵＧ	1621	1723	1621	1723	60100
JQスタンダード	3677	システム情報	701	750	689	733	36500
東証マザーズ	3678	メディアドゥ	1199	1250	1167	1230	111400
東証マザーズ	3679	じげん	560	578	544	578	470400
東証マザーズ	3680	ホットリンク	532	590	532	574	114400
東証1部	3681	ブイキューブ	1822	1888	1796	1886	213200
東証マザーズ	3682	エンカレッジ	2080	2150	2040	2118	24300
東証2部	3683	サイバリンクス	1460	1569	1450	1560	38200
東証マザーズ	3685	みんなのＷＥＤ	1279	1319	1250	1262	22800
東証マザーズ	3686	ＤＬＥ	607	620	574	612	192000
東証マザーズ	3687	フィックスタ	2442	2596	2359	2571	43000
東証マザーズ	3688	ＶＯＹＡＧＥ	1637	1739	1616	1736	197100
東証マザーズ	3689	イグニス	2150	2367	2150	2356	107700
東証マザーズ	3690	ロックオン	805	805	750	791	24800
東証マザーズ	3691	リアルワールド	1995	1995	1847	1874	10200
東証マザーズ	3692	ＦＦＲＩ	11200	11990	10810	11990	1846500
東証マザーズ	3694	オプティム	3320	3590	3320	3550	36700
東証マザーズ	3695	ＧＭＯリサーチ	1643	1643	1510	1580	4900
東証マザーズ	3696	セレス	753	793	738	791	73000
東証マザーズ	3697	ＳＨＩＦＴ	959	999	937	993	160400
東証マザーズ	3698	ＣＲＩ・ＭＷ	1285	1387	1280	1379	29200
東証1部	3708	特種東海	305	316	304	314	201000
JQスタンダード	3710	ジョルダン	757	810	757	784	9900
JQスタンダード	3711	創通	2099	2189	2070	2189	11000
東証2部	3712	情報企画	1450	1450	1370	1432	6200
JQスタンダード	3719	ジェクシード	87	94	87	94	163400
東証マザーズ	3723	ファルコム	958	1029	958	1013	72200
東証1部	3724	ベリサーブ	971	998	965	998	14000
東証2部	3726	フォーシーズ	245	279	245	275	14900
東証マザーズ	3727	ＡＰＬＩＸ	569	630	569	630	233600
JQスタンダード	3733	ＳＷサービス	4790	5210	4790	5200	5000
東証マザーズ	3734	インテアＨＤ	241	270	241	262	98200
東証1部	3738	ティーガイア	1837	1912	1837	1901	151000
JQグロース	3739	コムシード	378	420	378	418	23400
JQスタンダード	3741	セック	2633	2730	2585	2605	9400
東証マザーズ	3742	ＩＴｂｏｏｋ	985	1054	950	1047	1367100
東証2部	3744	サイオス	385	418	385	398	48000
東証2部	3747	インタトレード	170	185	170	185	37300
東証2部	3750	セブンシーズ	1392	1484	1390	1484	3600
東証1部	3751	ＪＡＧ	434	441	422	434	364500
東証2部	3753	フライト	324	329	304	328	118800
JQスタンダード	3754	エキサイト	791	887	791	875	13900
東証1部	3756	豆蔵ＨＤ	467	486	447	466	351300
JQスタンダード	3758	アエリア	1212	1359	1212	1348	115500
JQスタンダード	3760	ケイブ	1410	1470	1352	1470	53600
東証1部	3762	テクマト	802	834	793	830	165200
JQスタンダード	3763	プロシップ	2143	2185	2143	2185	1500
JQスタンダード	3765	ガンホー	342	354	335	353	5714100
JQスタンダード	3766	システムズＤ	532	544	502	544	34800
JQスタンダード	3768	リスクモンスタ	556	595	550	591	6900
東証1部	3769	ＧＭＯＰＧ	3550	3590	3420	3550	181200
東証1部	3770	ザッパラス	460	475	450	459	89500
JQスタンダード	3771	シスリサーチ	1879	1960	1856	1890	27700
東証マザーズ	3772	ウェルス	523	576	523	576	35700
東証マザーズ	3773	ＡＭＩ	635	714	627	700	140700
東証1部	3774	ＩＩＪ	2053	2165	2025	2148	363200
JQグロース	3775	ガイアックス	1205	1300	1197	1255	36700
JQスタンダード	3776	ブロバンタワ	180	215	175	196	5764900
JQスタンダード	3777	ジオネクスト	100	116	100	109	305800
東証マザーズ	3778	さくら	1150	1207	1122	1170	91500
JQスタンダード	3779	ＪエスコムＨＤ	100	105	100	105	48300
東証マザーズ	3782	ＤＤＳ	359	397	359	395	441900
JQスタンダード	3784	ヴィンクス	936	937	870	925	20000
東証マザーズ	3785	エイティング	1215	1240	1154	1200	41200
東証マザーズ	3787	テクノマセマテ	999	1063	983	1000	14200
東証1部	3788	ＧＭＯクラウド	706	747	706	745	36600
JQスタンダード	3791	ＩＧポート	745	792	745	792	15100
東証マザーズ	3793	ドリコム	707	815	707	790	93200
東証2部	3794	ＮＤソフト	1237	1299	1226	1299	59500
東証マザーズ	3796	いい生活	255	300	255	283	35500
JQスタンダード	3798	ＵＬＳグループ	1270	1329	1206	1313	69800
東証2部	3799	キーウェア	517	585	517	581	29600
JQスタンダード	3800	ユニリタ	1521	1645	1521	1645	14500
JQスタンダード	3803	イメージ情報	1200	1200	1200	1200	100
JQスタンダード	3804	システムディ	550	599	550	599	32200
JQスタンダード	3807	フィスコ	291	307	291	304	152700
JQグロース	3808	ＯＫウェイヴ	333	350	333	350	700
東証マザーズ	3810	サイバステップ	455	463	429	445	192700
東証1部	3811	ビットアイル	404	418	404	411	135700
JQスタンダード	3814	アルファクス	430	430	430	430	100
東証マザーズ	3815	メディア工房	547	564	528	561	71700
JQスタンダード	3816	大和コン	1845	1962	1845	1940	6700
東証1部	3817	ＳＲＡＨＤ	2015	2105	1971	2090	59800
東証2部	3822	Ｍｉｎｏｒｉ	903	965	890	943	37600
東証マザーズ	3823	アクロディア	438	500	435	499	589000
東証マザーズ	3825	リミックス	309	326	303	314	511800
東証1部	3826	ＳＩ	628	646	611	634	51300
東証2部	3828	ニフティ	1289	1289	1225	1230	4800
JQグロース	3830	ギガプライズ	2180	2230	2180	2230	2300
東証1部	3831	パイプドビッツ	1081	1226	1081	1190	93100
JQスタンダード	3832	Ｔ＆ＣＨＤ	276	295	273	279	38000
東証1部	3834	朝日ネット	508	520	506	513	108100
JQスタンダード	3835	ｅＢＡＳＥ	980	1064	980	1064	28800
JQスタンダード	3836	アバント	1371	1474	1371	1445	1900
JQスタンダード	3837	アドソル	1200	1266	1144	1266	20200
JQスタンダード	3839	ＯＤＫ	273	281	266	281	22600
東証マザーズ	3840	ＰＡＴＨ	209	224	203	219	257700
JQスタンダード	3841	ジーダット	900	931	893	929	2900
JQスタンダード	3842	ネクストジェン	941	1044	941	1035	28300
東証マザーズ	3843	フリービット	619	642	602	636	199500
東証1部	3844	コムチュア	1910	1956	1887	1932	26900
JQスタンダード	3845	アイフリーク	130	140	130	139	247100
JQスタンダード	3847	パシフィックＳ	1877	1877	1877	1877	500
JQスタンダード	3848	データアプリ	1767	1926	1760	1924	105100
東証マザーズ	3850	ＮＴＴＤＩＭ	1280	1360	1280	1336	6600
JQスタンダード	3851	日本一Ｓ	470	519	461	509	70400
東証2部	3852	サイバーコム	970	1000	952	973	4900
東証マザーズ	3853	インフォテリ	200	219	200	219	100200
JQスタンダード	3854	アイル	895	908	880	890	5800
東証マザーズ	3856	リアルコム	227	240	227	239	7400
JQスタンダード	3857	ラック	1260	1349	1219	1341	767400
JQスタンダード	3858	ユビキタス	838	877	835	872	91300
東証1部	3861	王子ＨＤ	546	553	538	549	8190000
東証1部	3863	日本紙	2002	2011	1921	1955	1965500
東証1部	3864	三菱紙	81	84	81	82	1598000
東証1部	3865	北越紀州	664	686	662	684	1119800
東証1部	3877	中越パル	215	215	198	202	2313000
東証1部	3878	巴川紙	224	224	217	222	69000
東証1部	3880	大王紙	1447	1476	1406	1439	728000
JQスタンダード	3891	高度紙	908	947	905	933	22000
JQスタンダード	3892	岡山紙	450	450	438	438	2000
JQスタンダード	3895	ハビックス	510	520	509	520	7800
東証2部	3896	阿波製紙	696	725	676	715	151300
東証マザーズ	3900	クラウドワーク	601	630	592	617	663100
JQスタンダード	3901	マークラインズ	2200	2300	2151	2250	40600
東証マザーズ	3902	ＭＤＶ	971	1054	971	1054	94700
東証1部	3903	ｇｕｍｉ	1106	1161	1089	1142	637700
東証マザーズ	3904	カヤック	1635	1635	1502	1536	107200
東証マザーズ	3905	データセク	580	629	548	592	371400
東証マザーズ	3906	ＡＬＢＥＲＴ	1710	1750	1566	1750	56000
東証マザーズ	3907	シリコンスタジ	3780	3910	3625	3840	55400
東証マザーズ	3908	コラボス	5790	6180	5500	6120	56700
東証マザーズ	3909	ショーケース	4085	4100	3820	4010	26900
JQスタンダード	3910	ＭＫシステム	2365	2394	2273	2372	61600
東証マザーズ	3911	Ａｉｍｉｎｇ	1186	1247	1166	1226	1360600
東証マザーズ	3912	モバファク	1302	1360	1250	1360	31500
東証マザーズ	3913	ｓＭｅｄｉｏ	2303	2345	2222	2315	89400
東証マザーズ	3914	ジグソー	7500	8220	7280	8220	543900
東証マザーズ	3915	テラスカイ	13000	13660	12530	13400	88400
JQスタンダード	3916	ＤＩＴ	2649	2827	2560	2826	34800
東証マザーズ	3917	アイリッジ	3210	3330	3055	3325	55800
東証マザーズ	3918	ＰＣＩＨＤ	8900	9810	8710	9810	1251000
東証1部	3941	レンゴー	475	491	471	485	1395000
東証2部	3944	古林紙	149	156	148	156	11000
東証2部	3945	スパバック	176	179	172	179	32000
東証1部	3946	トーモク	247	253	245	252	140000
東証2部	3947	ダイナパック	259	273	259	269	9000
JQスタンダード	3948	光ビジ	460	460	460	460	3000
東証1部	3950	ザ・パック	2410	2505	2401	2467	23000
東証2部	3951	朝日印	2163	2177	2100	2101	5100
JQグロース	3952	中央紙器	1200	1200	1200	1200	1000
JQスタンダード	3953	大村紙	505	505	505	505	400
東証2部	3955	イムラ封筒	260	276	260	269	45000
JQスタンダード	3956	国際チャト	282	282	273	273	4300
東証1部	4003	コープケミ	80	84	79	84	315000
東証1部	4004	昭電工	137	138	134	137	18022000
東証1部	4005	住友化	534	548	530	546	18512000
東証1部	4007	日化成	128	131	128	131	85000
東証1部	4008	住精化	719	732	716	722	484000
東証1部	4021	日産化	2546	2673	2535	2667	1575900
東証1部	4022	ラサ工	126	130	125	128	833000
東証1部	4023	クレハ	407	417	402	412	1546000
東証1部	4025	多木化	678	690	678	690	12000
東証2部	4026	神島化	445	474	442	472	16300
東証1部	4027	テイカ	475	497	475	496	135000
東証1部	4028	石原産	103	107	101	106	6344000
東証1部	4031	チッカリン	259	264	250	262	96000
東証2部	4033	日東エフシ	845	890	834	865	83700
東証1部	4041	日曹達	631	666	630	664	1164000
東証1部	4042	東ソー	511	541	509	536	7134000
東証1部	4043	トクヤマ	198	203	191	201	5516000
東証1部	4044	セ硝子	490	495	482	490	1010000
東証1部	4045	東亜合	829	852	819	846	571300
東証1部	4046	ダイソー	407	412	407	409	276000
東証1部	4047	関電化	887	927	865	918	1137000
東証1部	4061	電化	482	495	475	494	4158000
東証1部	4062	イビデン	1670	1719	1667	1702	1639800
東証1部	4063	信越化	6440	6607	6360	6573	1877300
東証1部	4064	カーバイド	183	190	181	187	522000
東証1部	4078	堺化学	324	341	324	338	207000
JQスタンダード	4080	田中化	800	892	782	892	1401600
東証2部	4082	稀元素	3300	3400	3220	3310	8200
東証1部	4088	エアウォーター	1878	1917	1852	1907	385000
東証1部	4091	大陽酸	1359	1431	1351	1422	1152000
東証1部	4092	日本化	285	285	275	283	1728000
東証2部	4093	邦アセチレン	177	182	175	182	70000
東証2部	4094	日化産	799	799	754	785	4000
東証1部	4095	パーカライ	1011	1071	1001	1040	442600
東証1部	4097	高圧ガス	617	617	602	602	40000
東証1部	4098	チタン工	211	211	199	205	63000
東証1部	4099	四国化	950	985	950	979	31000
東証1部	4100	戸田工	263	279	263	278	687000
東証2部	4107	伊勢化	640	660	640	650	21000
東証1部	4109	ステラケミファ	1121	1146	1110	1128	48700
東証1部	4112	保土谷	158	159	154	158	363000
東証2部	4113	田岡化	271	274	261	274	30000
東証1部	4114	日触媒	1717	1758	1701	1754	1107000
東証2部	4115	本州化	1150	1155	1150	1155	8000
東証1部	4116	大日精	517	530	513	530	197000
東証2部	4117	川崎化	156	160	155	158	24000
東証1部	4118	カネカ	920	962	918	956	1950000
東証2部	4119	ピグメント	235	236	234	236	13000
東証2部	4120	スガイ化	120	125	117	125	10000
東証1部	4151	協和キリン	1909	1986	1909	1973	1937000
東証1部	4182	三菱ガス	565	575	557	572	2975000
東証1部	4183	三井化	372	389	372	386	9548000
東証1部	4185	ＪＳＲ	1829	1883	1812	1869	2512000
東証1部	4186	応化工	3100	3260	3100	3230	212500
東証1部	4187	大有機	600	632	599	616	62700
東証1部	4188	三菱ケミＨ	645	682	641	673.8	9459000
東証1部	4201	日合成	825	837	808	822	762000
東証1部	4202	ダイセル	1425	1502	1420	1496	1916000
東証1部	4203	住友ベ	450	455	439	452	2973000
東証1部	4204	積水化	1265	1301	1264	1292	3611000
東証1部	4205	ゼオン	970	1002	966	998	1094000
東証1部	4206	アイカ工	2411	2471	2372	2435	322100
東証1部	4208	宇部興	200	205	200	204	21237000
東証1部	4212	積水樹	1519	1596	1510	1549	45300
東証1部	4215	タキロン	480	481	470	476	216000
東証1部	4216	旭有機	229	229	221	226	118000
東証1部	4217	日立化成	1744	1827	1728	1810	1436400
東証1部	4218	ニチバン	590	595	570	588	213000
東証1部	4220	リケンテクノス	420	444	417	444	152700
東証1部	4221	大倉工	302	313	302	309	67000
東証2部	4222	児玉化	73	76	72	76	205000
東証2部	4224	ロンシル工	142	151	142	148	269000
東証1部	4228	積化成	365	383	359	382	258000
東証1部	4229	群栄化	287	294	287	294	105000
東証1部	4231	タイガポリ	659	699	652	692	62500
JQスタンダード	4234	サンエ化研	451	473	451	471	5800
JQスタンダード	4235	第一化	710	748	694	748	23600
JQスタンダード	4237	フジプレアム	245	256	245	252	37400
東証1部	4238	ミライアル	1027	1067	1024	1066	26300
JQスタンダード	4239	ポラテクノ	763	779	754	770	20700
JQスタンダード	4240	クラスター	459	475	445	460	73500
JQスタンダード	4241	アテクト	902	989	900	950	5500
JQスタンダード	4243	ニックス	1000	1020	999	1004	2500
東証1部	4245	ダイキアクシス	963	999	933	996	40500
東証1部	4246	ＤＮＣ	5430	5550	5210	5520	37400
JQグロース	4247	ポバール興業	1170	1189	1170	1189	200
東証2部	4248	竹本容器	1770	1925	1770	1920	33100
東証1部	4272	日化薬	1170	1190	1141	1177	2124000
東証1部	4275	カーリットＨＤ	506	506	485	496	66100
JQスタンダード	4281	ＤＡコンソ	416	427	407	424	288200
東証1部	4282	ＥＰＳ	1299	1354	1299	1342	111000
JQスタンダード	4284	ソルクシーズ	475	502	475	498	42200
東証1部	4286	レッグス	552	560	545	550	94900
JQスタンダード	4287	ジャストプラ	745	821	745	821	12300
JQスタンダード	4288	アズジェント	600	680	591	660	112100
東証1部	4290	ＰＩ	1074	1090	1034	1078	111200
東証2部	4291	ＪＩＥＣ	1470	1528	1460	1471	1600
JQスタンダード	4293	セプテーニＨＤ	1600	1657	1580	1600	289600
東証1部	4295	フェイス	1295	1352	1295	1352	15600
JQスタンダード	4298	プロトコーポ	1601	1670	1598	1640	60800
東証1部	4299	ハイマックス	1069	1104	1061	1104	7300
東証1部	4301	アミューズ	4520	4690	4420	4670	72100
JQスタンダード	4304	イーストアー	1059	1115	1059	1115	2800
東証1部	4307	ＮＲＩ	4435	4730	4435	4690	893000
東証マザーズ	4308	Ｊストリーム	277	301	277	298	46900
東証1部	4310	ＤＩ	1835	1922	1790	1921	70600
東証1部	4312	サイバネット	344	365	344	363	108300
JQスタンダード	4316	ビーマップ	505	605	505	565	35800
JQスタンダード	4317	レイ	167	179	167	178	96800
東証1部	4318	クイック	887	902	876	891	38600
東証1部	4319	ＴＡＣ	237	248	237	243	221800
東証1部	4320	ＣＥＨＤ	834	834	808	808	39600
東証1部	4321	ケネディクス	401	411	394	407	10292600
東証2部	4323	日シス技	730	750	730	740	9300
東証1部	4324	電通	5650	5980	5650	5940	1775200
東証1部	4326	インテージＨＤ	1730	1789	1712	1732	16700
JQスタンダード	4327	ＳＨＬ	2650	2652	2600	2600	9700
東証1部	4331	Ｔ＆Ｇニーズ	709	740	709	736	62200
東証1部	4333	東邦シス	579	615	579	608	32200
JQスタンダード	4334	ユークス	542	550	510	545	36700
JQスタンダード	4335	ＩＰＳ	750	750	697	740	68000
JQスタンダード	4336	クリエアナブキ	411	433	411	429	2800
東証1部	4337	ぴあ	2130	2266	2130	2256	16000
東証2部	4341	西菱電	1051	1051	1011	1023	2000
東証2部	4342	セコム上信	3405	3405	3340	3385	600
東証1部	4343	ファンタジー	1674	1674	1618	1625	143200
東証1部	4344	ソースネクスト	557	558	530	553	85700
東証1部	4345	シーティーエス	670	697	668	689	46100
東証1部	4346	ネクシィーズ	1035	1035	993	1011	98100
JQスタンダード	4347	ブロメディア	82	89	80	87	3377600
JQスタンダード	4348	インフォコム	1046	1095	1043	1086	48700
JQグロース	4349	テスク	210	210	203	203	2000
東証1部	4350	メディシス	487	508	485	498	303700
JQスタンダード	4351	山田債	534	540	533	540	2600
JQスタンダード	4355	ロングライフ	300	309	290	302	89700
JQスタンダード	4356	応用技	670	680	644	670	5900
東証1部	4358	ＴＹＯ	170	179	167	179	405100
東証2部	4361	川口化	123	141	123	140	16000
東証1部	4362	日精化	736	757	729	755	37200
東証2部	4364	マナック	397	418	394	415	7700
東証2部	4366	ダイトーケミ	243	255	238	255	95000
東証2部	4367	広栄化	271	289	271	289	10000
JQスタンダード	4368	扶桑化	1450	1450	1415	1438	10000
JQスタンダード	4369	トリケミカル	562	585	558	580	64600
東証1部	4401	ＡＤＥＫＡ	1460	1500	1442	1491	392700
東証1部	4403	日油	859	891	853	885	718000
東証1部	4404	ミヨシ	131	132	128	131	379000
東証1部	4406	日理化	198	203	194	201	274900
東証2部	4409	東邦化	283	283	280	280	3000
東証1部	4410	ハリマ化成Ｇ	444	465	444	455	31900
東証1部	4452	花王	5332	5450	5311	5389	3097600
東証1部	4461	一工薬	334	343	329	341	372000
東証2部	4462	石原ケミカル	1401	1440	1401	1440	1700
JQグロース	4463	日華化学	885	900	875	890	5600
東証2部	4464	ソフト９９	785	800	770	800	23600
東証1部	4465	ニイタカ	1342	1425	1335	1417	5400
東証1部	4471	三洋化	826	855	826	852	266000
東証1部	4502	武田	5701	5817	5673	5770	3801600
東証1部	4503	アステラス薬	1701	1780	1664.5	1768	14743300
東証1部	4506	大住薬	1268	1314	1266	1308	1572900
東証1部	4507	塩野義	4450	4610	4440	4600	2136500
東証1部	4508	田辺三菱	2000	2075	1986	2068	2322200
東証1部	4512	ワカモト	255	258	252	253	106000
東証1部	4514	あすか薬	1400	1435	1383	1414	147400
東証1部	4516	日新薬	3770	3890	3765	3830	266000
東証1部	4517	ビオフェル	3365	3430	3325	3390	18300
東証1部	4519	中外薬	4245	4430	4230	4420	1498800
東証1部	4521	科研薬	5460	5550	5360	5490	654000
東証1部	4523	エーザイ	7466	7659	7426	7630	1864900
東証2部	4524	仁丹	569	578	563	575	9000
東証1部	4526	理研ビタミン	3920	4060	3920	4050	16300
東証1部	4527	ロート	1992	2046	1988	2019	505400
東証1部	4528	小野薬	14310	15050	14300	14990	609200
東証1部	4530	久光薬	4085	4165	4050	4090	404400
東証1部	4531	有機薬	271	272	266	269	22000
東証1部	4534	持田薬	7230	7380	7080	7320	47400
東証1部	4536	参天薬	1815	1819	1750	1792	2544700
東証1部	4538	扶桑薬	284	291	284	290	118000
東証1部	4539	日ケミファ	625	679	622	672	160000
東証1部	4540	ツムラ	2565	2618	2556	2602	470200
東証1部	4541	日医工	3700	3730	3595	3645	1166700
東証1部	4543	テルモ	3100	3185	3075	3160	2360400
東証1部	4544	みらかＨＤ	4910	5040	4885	5000	431200
東証1部	4547	キッセイ薬	2973	3075	2938	3015	212700
東証1部	4548	生化学	1560	1605	1536	1595	304600
東証1部	4549	栄研化	2100	2176	2077	2087	91400
東証1部	4550	日水薬	1324	1344	1301	1335	22600
東証1部	4551	鳥居薬	2874	2924	2853	2874	38500
東証1部	4552	ＪＣＲ	2640	2664	2573	2633	140000
東証1部	4553	東和薬	9150	9380	9020	9230	214100
東証1部	4554	富士薬	2440	2477	2413	2450	30400
東証1部	4555	沢井薬	7390	7660	7380	7630	378900
JQスタンダード	4556	カイノス	610	623	605	623	13000
JQスタンダード	4557	医生研	437	470	437	470	37000
JQスタンダード	4558	中京医	287	290	284	289	5400
東証1部	4559	ゼリア新薬	1583	1629	1580	1616	158000
東証マザーズ	4563	アンジェスＭ	207	213	204	210	329800
東証マザーズ	4564	ＯＴＳ	269	275	257	270	6296500
東証マザーズ	4565	そーせい	4900	5170	4835	5150	888400
東証1部	4568	第一三	2216	2243	2153	2220	5591500
東証1部	4569	キョーリンＨＤ	2017	2083	2013	2074	286800
JQスタンダード	4570	免疫生物	990	1021	985	1020	45100
東証マザーズ	4571	ナノキャリア	821	865	821	859	807900
JQスタンダード	4572	カルナバイオ	3150	3280	3015	3250	1459700
JQスタンダード	4573	アールテック	1240	1280	1199	1278	156500
東証1部	4574	大幸薬品	1719	1727	1661	1713	203400
東証マザーズ	4575	ＣＡＮＢＡＳ	700	778	680	750	65100
JQスタンダード	4576	ＤＷＴＩ	567	609	560	601	335700
東証1部	4577	ダイト	2742	2850	2700	2838	76800
東証1部	4578	大塚ＨＤ	3951	3974	3845	3914.5	3151800
JQスタンダード	4579	ラクオリア創薬	471	499	471	496	382200
東証1部	4581	大正製ＨＤ	7610	7790	7580	7720	165800
JQスタンダード	4582	シンバイオ製薬	208	214	201	213	230800
東証マザーズ	4583	カイオム	490	521	490	517	330200
東証マザーズ	4584	ＧＴＳ	2450	2565	2414	2519	74300
東証マザーズ	4585	ＵＭＮ	2401	2470	2333	2459	100600
東証マザーズ	4586	メドレックス	828	887	796	880	62300
東証マザーズ	4587	ＰＤ	3000	3055	2920	3035	324400
東証マザーズ	4588	オンコリス	585	597	570	582	149600
東外	4589	アキュセラ	662	662	620	658	34300
